id,date,text,retweet_count,lang,class,label
1223479986985693185,Sat Feb 01 05:35:34 +0000 2020,"RT @stranshad: Facebook Inc said it will take down misinformation about China's fast-spreading coronavirus, in a rare departure from its us…",1,en,[0. 0. 0. 0. 0. 1. 0. 0.],sadness
1223398050766319616,Sat Feb 01 00:09:59 +0000 2020,"RT @DougJohnsonFX40: Employees at this CVS pharmacy at Franklin &amp; Sutterville in Sacramento say face masks have been sold out for days, a p…",4,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223684921828442112,Sat Feb 01 19:09:54 +0000 2020,"Massachusetts’ First Case of New Coronavirus Diagnosed in Boston Man 
#coronavirus #boston
https://t.co/2cKjEZNVCK",0,en,"[0.         0.         0.         0.98233936 0.         0.01766064
 0.         0.        ]",fear
1223431508217815040,Sat Feb 01 02:22:56 +0000 2020,RT @Arthur89367695: Do you believe that the #coronavirus has been artificially created in order to #depopulate the world  .. Since there ha…,29,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223511590508449798,Sat Feb 01 07:41:09 +0000 2020,"RT @fashioniconhoon: They set up measures against coronavirus to ensure everyone’s safety.
Please follow the measures carefully. This is fo…",619,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223556175649656833,Sat Feb 01 10:38:19 +0000 2020,RT @BangkokPostNews: PATTAYA: Hotel bookings in the resort city have plunged in the wake of the coronavirus outbreak that has forced the Ch…,7,en,"[0.21965318 0.         0.         0.78034682 0.         0.
 0.         0.        ]",anger
1223703398526025729,Sat Feb 01 20:23:20 +0000 2020,"RT @SteveScalise: .@realDonaldTrump has taken decisive action to protect Americans from the coronavirus.

Additional health screenings at a…",697,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223755117066956802,Sat Feb 01 23:48:50 +0000 2020,RT @Thearchct: What in the devil 💀🤬 no wonder #china has the #coronavirus ❌❌ #rats #Wuhan #CoronaOutbreak #chinavirus #coronarvirusuk #Bats…,19,en,"[0.03851323 0.01462324 0.81118342 0.04435181 0.03246038 0.03085343
 0.02801449 0.        ]",anger
1223432399876321280,Sat Feb 01 02:26:29 +0000 2020,"RT @OH_mes2: Coronavirus in South Korea

12 cases at the moment

#1-5 all came from Wuhan
#6 received virus from #3, 2nd degree transmissio…",7341,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223443046953390080,Sat Feb 01 03:08:47 +0000 2020,"RT @OH_mes2: Coronavirus in South Korea

12 cases at the moment

#1-5 all came from Wuhan
#6 received virus from #3, 2nd degree transmissio…",7341,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223469775071801345,Sat Feb 01 04:55:00 +0000 2020,RT @ANI: #WATCH Air India special flight from Delhi lands in Wuhan (China) for the evacuation of Indians. #coronavirus https://t.co/ccJHo6r…,1088,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223497949809971200,Sat Feb 01 06:46:57 +0000 2020,RT @XHNews: Researchers are racing against time to formulate detailed profile of novel #coronavirus (2019-nCoV) and screen treatments. Chec…,40,en,[0. 1. 0. 0. 0. 0. 0. 0.],anticipation
1223576190822170624,Sat Feb 01 11:57:51 +0000 2020,RT @ashoswai: Modi should send this moron to Wuhan with some cow dung and urine!  https://t.co/BDWNBqTi2m,2667,en,[0. 0. 1. 0. 0. 0. 0. 0.],disgust
1223483911935709184,Sat Feb 01 05:51:10 +0000 2020,That’s my teacher! 😍 https://t.co/LwTMtIuXkT,0,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223631504141582336,Sat Feb 01 15:37:39 +0000 2020,RT @BethFratesMD: Coronavirus Infections—More Than Just the Common Cold https://t.co/UvTRcvGTvw #Health #healthcare #coronavirus,21,en,"[0.        0.        0.        0.032253  0.9580453 0.0097017 0.
 0.       ]",fear
1223558474727972869,Sat Feb 01 10:47:27 +0000 2020,RT @ashoswai: Modi should send this moron to Wuhan with some cow dung and urine!  https://t.co/BDWNBqTi2m,2667,en,[0. 0. 1. 0. 0. 0. 0. 0.],disgust
1223592945393098753,Sat Feb 01 13:04:26 +0000 2020,"RT @kaluhm333h: Wuhan Nurse reveals the truth of Corona Virus. Keep safe everyone!

(ctto) https://t.co/7yKESCMuds",7362,en,"[0.         0.         0.         0.         0.16666667 0.
 0.         0.83333333]",joy
1223574928059965441,Sat Feb 01 11:52:50 +0000 2020,"The Super League, the main division of the country, was | Follow Us For Instant News https://t.co/JVMMjp1mAz #cnn #delays #reach #wuhans",0,en,"[0.         0.         0.83411974 0.         0.09302125 0.
 0.         0.07285901]",disgust
1223679033893773313,Sat Feb 01 18:46:31 +0000 2020,"RT @QuickTake: @business @WHO -Apple closes stores in China
-Qatar Air halts flights
-Australia limits arrivals

Here are the latest develo…",15,en,"[0.         0.89334471 0.         0.         0.         0.10665529
 0.         0.        ]",anticipation
1223656211452551168,Sat Feb 01 17:15:49 +0000 2020,"RT @kaluhm333h: Wuhan Nurse reveals the truth of Corona Virus. Keep safe everyone!

(ctto) https://t.co/7yKESCMuds",7362,en,"[0.         0.         0.         0.         0.16666667 0.
 0.         0.83333333]",joy
1223674879591026691,Sat Feb 01 18:30:00 +0000 2020,@GabbaGa21602277 @aktuelle_stunde @WDRaktuell @jensspahn and we have to be in panic because of the climite but not cause of corona-virus....,0,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223629660036091905,Sat Feb 01 15:30:19 +0000 2020,@ChetanA69109234 @paramanand_3 @MajorPoonia @narendramodi @DrSJaishankar I am too not asking to bring them to India but to evacuate them from #wuhan and send them to Pakistan.,0,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223456991626104832,Sat Feb 01 04:04:12 +0000 2020,"RT @brianlilley: A woman in her 20s in London, ON is Canada’s 4th case of Coronavirus. She had visited Wuhan, was originally tested and dec…",85,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223436186070351873,Sat Feb 01 02:41:31 +0000 2020,RT @RepJimBanks: China has arrested “dozens of social media users” for spreading “false info” about #coronavirus.“ 1 arrested man is a doct…,1026,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223653458349297664,Sat Feb 01 17:04:53 +0000 2020,RT @Crof: UAE announces one more case of #2019nCoV #Coronavirus infection https://t.co/CVgQgKnE4X,10,en,"[0.        0.        0.        0.7592397 0.        0.2407603 0.
 0.       ]",fear
1223434568155484167,Sat Feb 01 02:35:06 +0000 2020,"RT @gratmccall: @BNODesk @zerohedge His latest articles had to do with Corona Virus having ""HIV parts"" in it. https://t.co/FB80WjkIvd",204,en,[0. 0. 0. 0. 0. 1. 0. 0.],sadness
1223436758072737795,Sat Feb 01 02:43:48 +0000 2020,"RT @OH_mes2: Coronavirus in South Korea

12 cases at the moment

#1-5 all came from Wuhan
#6 received virus from #3, 2nd degree transmissio…",7341,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223622101401100290,Sat Feb 01 15:00:17 +0000 2020,RT @M_Raj03: If you are an indian we will get you home from anywhere . 👍👏#fellowindians #backhome,4508,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223615330230120448,Sat Feb 01 14:33:23 +0000 2020,RT @dramapotatoe: [trending] The China Federation of Radio &amp; Television Associations’ producers and actors’ groups announce filming will be…,248,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223449188861648896,Sat Feb 01 03:33:11 +0000 2020,@catcontentonly There are also plenty of people who believe the Corona virus comes from Corona beer. I wish I were joking.,0,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223529179649642498,Sat Feb 01 08:51:03 +0000 2020,"RT @kevoshewrote: yeah, keep that “not available in your region” energy.",3500,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223720172168544256,Sat Feb 01 21:29:59 +0000 2020,RT @amyyqin: Day 10 of the lockdown in Wuhan. Instructions for residents on how to stop the spread of the coronavirus blare out over loudsp…,3307,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223702404744597505,Sat Feb 01 20:19:23 +0000 2020,RT @frank_negron: This is some scary stuff! 😡🤬,3,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223403002075189249,Sat Feb 01 00:29:40 +0000 2020,"RT @catcontentonly: This tweet is kinda picking up, so gonna drop this GoFundMe here. The Wuhan Univ. Greater Alumni Association of NY is r…",553,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223592537262215168,Sat Feb 01 13:02:48 +0000 2020,"RT @trtworld: The Wuhan coronavirus is spreading around the world, raising fears of a global outbreak. But what is a coronavirus, and how d…",69,en,[0.25 0.   0.   0.75 0.   0.   0.   0.  ],anger
1223523794918223875,Sat Feb 01 08:29:39 +0000 2020,RT @MichellePhan: I’d like to remind the people who’ve been racist towards Asians because of the coronavirus. 90% of everything you own was…,1634,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223658407179087872,Sat Feb 01 17:24:33 +0000 2020,RT @amytalaboc_: I mean there's nothing wrong wt helping them bec if they dont have these masks mas dadami ang number of people na ma infec…,9,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223682522124472320,Sat Feb 01 19:00:22 +0000 2020,"RT @Laurie_Garrett: The #coronavirus #2019nCoV has emerged in #Brasil -- 13 suspected cases.
https://t.co/7NUXC5nYOE",55,en,"[0.         0.         0.         0.72792363 0.         0.27207637
 0.         0.        ]",fear
1223536675034484737,Sat Feb 01 09:20:50 +0000 2020,Fully behind it https://t.co/k0LpiGlguG,0,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223493863240658944,Sat Feb 01 06:30:43 +0000 2020,"RT @CoronaVUpdates: #Coronavirus: Feb 1- 5GMT:

China: 11,791 &amp; 259 dead
Thail.:19
Japan:17
Singap.:16
HK + Macau + Taiw.:23
S. Korea:12
Au…",270,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223499020472995840,Sat Feb 01 06:51:12 +0000 2020,"RT @akakrcb6: Kohli in Last 2 Matches defended 

&gt; 9 runs of 6 balls
&gt; 7 runs of 6 balls 

If it was Dhoni's captaincy , his fans with that…",137,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223658696594591744,Sat Feb 01 17:25:42 +0000 2020,7 confirmed with The Wuhan in the US   2/1/2020 https://t.co/3v3Gx078sM,1,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223680528790032389,Sat Feb 01 18:52:27 +0000 2020,RT @JohnBasham: BREAKING: UNCONFIRMED VIDEO FROM #Jinping #China Reportedly Showing Chinese Police Officers Reloading Their Sidearms &amp; Rifl…,174,en,"[0.         0.         0.         0.18499718 0.         0.
 0.         0.81500282]",fear
1223605811991044096,Sat Feb 01 13:55:33 +0000 2020,"RT @kaluhm333h: Wuhan Nurse reveals the truth of Corona Virus. Keep safe everyone!

(ctto) https://t.co/7yKESCMuds",7361,en,"[0.         0.         0.         0.         0.16666667 0.
 0.         0.83333333]",joy
1223660251255169024,Sat Feb 01 17:31:53 +0000 2020,"RT @WHO: Asymptomatic #2019nCoV infection may be rare, and transmission from an asymptomatic person is very rare with other coronaviruses,…",1542,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223423195690258434,Sat Feb 01 01:49:54 +0000 2020,The latest Global Trade Directory! https://t.co/1lrjEsYv9N Thanks to @yuroon @RuralMediaMrkt @AgriMutuel #coronavirus #export,0,en,"[0.         0.         0.         0.         0.         0.21331058
 0.         0.78668942]",sadness
1223717932540272648,Sat Feb 01 21:21:05 +0000 2020,RT @AdityaRajKaul: Just so tragic!,486,en,[0. 0. 0. 0. 0. 1. 0. 0.],sadness
1223595700333764609,Sat Feb 01 13:15:22 +0000 2020,RT @Regularassron: If this is how we are supposed to prevent the #coronavirus from spreading...we are fucked https://t.co/5caZ7BWFBz,10,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223478372723912705,Sat Feb 01 05:29:09 +0000 2020,"RT @CNN: Hong Kong researchers estimate that more than 75,000 people could be infected with coronavirus in Wuhan, China — far higher than r…",460,en,[0. 0. 1. 0. 0. 0. 0. 0.],disgust
1223557001113980928,Sat Feb 01 10:41:36 +0000 2020,"RT @CathayPak: Chinese State Councilor and Foreign Minister, Wang Yi has assured his Pakistani counterpart @SMQureshiPTI that the stranded…",31,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223706511114940417,Sat Feb 01 20:35:42 +0000 2020,Amazing how that Coronavirus has got here from China quicker than I ordered those flu masks.,0,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223738924243222531,Sat Feb 01 22:44:30 +0000 2020,RT @KatieBraceWBZ: First case of #coronarovirus in #Boston. Man in his 20's returned from #Wuhan #China. Officials say he came into contact…,12,en,"[0.         0.         0.         0.93318648 0.         0.01677696
 0.         0.05003656]",fear
1223700075387539459,Sat Feb 01 20:10:07 +0000 2020,Wuhan coronavirus: Apple to close all China stores https://t.co/8Da6E90WpG #Health https://t.co/eQQT8822Zi #36,0,en,"[0.         0.01860756 0.         0.         0.98139244 0.
 0.         0.        ]",anticipation
1223642379984494600,Sat Feb 01 16:20:52 +0000 2020,RT @rexglacer: Canada's Justin Trudeau will have a busy day on the phone today calling all these counties &amp; reminding them they are being r…,54,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223576953921236992,Sat Feb 01 12:00:53 +0000 2020,"RT @TODAYonline: Wuhan coronavirus: Second infected S'porean among 2 new cases, no evidence of community spread, says MOH https://t.co/iYvi…",16,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223697815597043712,Sat Feb 01 20:01:09 +0000 2020,RT @MarshaCollier: #techradio 1/2:  #CoronaVirus updates &amp; live from China; @Avast sells user data; @Ring Doorbell surveilling users; Apple…,18,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223430464494428160,Sat Feb 01 02:18:47 +0000 2020,"RT @ndtv: #NewsAlert | Air India special flight carrying 324 Indians from #Wuhan lands in Delhi.

#Coronavirus #ChinaVirus https://t.co/aKq…",67,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223568186886500353,Sat Feb 01 11:26:03 +0000 2020,RT @libbyharperx: rebecca acting as if wallace gave her corona virus on toast #LoveIsland https://t.co/zV01LhyJdO,666,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223718915148144640,Sat Feb 01 21:24:59 +0000 2020,RT @Jkylebass: 8 doctors in Wuhan identified the symptoms of the Chinese coronavirus as early as the first weeks of December. Police detain…,2048,en,"[0.         0.         0.         0.19575372 0.07091295 0.
 0.         0.73333333]",fear
1223504416633950209,Sat Feb 01 07:12:39 +0000 2020,RT @AgentSaffron: No Private airline or Indian entrepreneur / philanthropist offered to do this.. rescuing Indians stuck in Coronavirus epi…,144,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223610678037975041,Sat Feb 01 14:14:53 +0000 2020,"Coronavirus: 220 Indians evacuated from Wuhan quarantined in Manesar, rest in Delhi 

https://t.co/9zG36JI5M6",0,en,"[0.         0.         0.         0.71138462 0.28861538 0.
 0.         0.        ]",fear
1223418310194167808,Sat Feb 01 01:30:29 +0000 2020,RT @SALADIN12608488: Singapore Govt is a practical Government! They work to take care of its people's welfare and safety! Di sini terbalek!…,1,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223746537722990592,Sat Feb 01 23:14:45 +0000 2020,"B.C. tests 114 samples for coronavirus, just one case confirmed https://t.co/QNfxdczDDA https://t.co/UU90ZKGjBD",2,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223544690659614721,Sat Feb 01 09:52:41 +0000 2020,RT @EOIBeijing: An Air India flight carrying 324 Indian nationals from the coronavirus hit Hubei Province of China took off from Wuhan in t…,525,en,[1. 0. 0. 0. 0. 0. 0. 0.],anger
1223458017384923136,Sat Feb 01 04:08:16 +0000 2020,RT @Adam_P_W: Does anybody know how much these cost? Will I look silly? #coronarovirus #coronavirusuk #coronavirus https://t.co/MflVicCeHV,141,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223461947678580736,Sat Feb 01 04:23:53 +0000 2020,"RT @CNN: Hong Kong researchers estimate that more than 75,000 people could be infected with coronavirus in Wuhan, China — far higher than r…",460,en,[0. 0. 1. 0. 0. 0. 0. 0.],disgust
1223672005666525186,Sat Feb 01 18:18:35 +0000 2020,RT @FinancialTimes: Apple shuts 42 China retail stores due to coronavirus https://t.co/jGOhPavvLA,17,en,[0. 1. 0. 0. 0. 0. 0. 0.],anticipation
1223635124048187394,Sat Feb 01 15:52:02 +0000 2020,"RT @KKMPutrajaya: Dear all, 

We have created a dedicated URL for 2019-nCOV in Malaysia. This is the official MOH site. Get your reliable i…",4315,en,"[0.         0.         0.         0.         0.17235189 0.
 0.         0.82764811]",joy
1223566450281123840,Sat Feb 01 11:19:09 +0000 2020,RT @GordonGChang: Drones with cameras linked to facial-recognition systems could collect data for #China's nationwide social-credit system.…,153,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223661707714674688,Sat Feb 01 17:37:40 +0000 2020,"RT @themarkjacka: Anthony Mundine may not be able to provide any evidence about the Coronavirus being a scam to increase vaccination, but h…",72,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223640365250400261,Sat Feb 01 16:12:51 +0000 2020,"RT @KKMPutrajaya: Dear all, 

We have created a dedicated URL for 2019-nCOV in Malaysia. This is the official MOH site. Get your reliable i…",4315,en,"[0.         0.         0.         0.         0.17235189 0.
 0.         0.82764811]",joy
1223738673008664576,Sat Feb 01 22:43:30 +0000 2020,RT @David5TV: .@UMassBoston confirms 20-year-old man in #Boston who has #coronaravirus after returning from #Wuhan #China is a member of th…,278,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223677983447273472,Sat Feb 01 18:42:20 +0000 2020,RT @AlbanianDiplo: Deeply grateful to #Turkey for helping to evacuate the #Albanian citizen studying in #Wuhan and assisting with the manda…,453,en,"[0.         0.         0.         0.90294517 0.05328898 0.
 0.         0.04376585]",fear
1223605506700279808,Sat Feb 01 13:54:20 +0000 2020,"RT @kaluhm333h: Wuhan Nurse reveals the truth of Corona Virus. Keep safe everyone!

(ctto) https://t.co/7yKESCMuds",7361,en,"[0.         0.         0.         0.         0.16666667 0.
 0.         0.83333333]",joy
1223474732277743616,Sat Feb 01 05:14:41 +0000 2020,RT @ashoswai: Modi should send this moron to Wuhan with some cow dung and urine!  https://t.co/BDWNBqTi2m,2667,en,[0. 0. 1. 0. 0. 0. 0. 0.],disgust
1223559041735020546,Sat Feb 01 10:49:42 +0000 2020,"RT @kaluhm333h: Wuhan Nurse reveals the truth of Corona Virus. Keep safe everyone!

(ctto) https://t.co/7yKESCMuds",7361,en,"[0.         0.         0.         0.         0.16666667 0.
 0.         0.83333333]",joy
1223432494973743104,Sat Feb 01 02:26:51 +0000 2020,"RT @OH_mes2: Coronavirus in South Korea

12 cases at the moment

#1-5 all came from Wuhan
#6 received virus from #3, 2nd degree transmissio…",7341,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223523673660739584,Sat Feb 01 08:29:10 +0000 2020,RT @M_Raj03: If you are an indian we will get you home from anywhere . 👍👏#fellowindians #backhome,4508,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223452864468570114,Sat Feb 01 03:47:48 +0000 2020,RT @doktora_ging: Who should wear a mask?,36,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223530361893711872,Sat Feb 01 08:55:45 +0000 2020,RT @nobby15: Chinese officials using #drones to make sure local residents don‘t gather together without wearing masks during the nationwide…,3,en,"[0.         0.         0.         0.         0.23522388 0.
 0.         0.76477612]",joy
1223472835777064960,Sat Feb 01 05:07:09 +0000 2020,RT @kaiyanchen1208: Some media in #China falsely reported that the coronavirus can be spread by pets like #cats and #dogs. The Chinese igno…,485,en,"[0.77418093 0.         0.         0.         0.         0.
 0.18389269 0.04192638]",anger
1223659392874225664,Sat Feb 01 17:28:28 +0000 2020,RT @dianesmithart: Just an FYI to the rest of us in #Canada. This Health Minister has no background in medicine. She’s simply a politician…,8,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223598523230253056,Sat Feb 01 13:26:35 +0000 2020,RT @ANI: #WATCH Air India special flight from Delhi lands in Wuhan (China) for the evacuation of Indians. #coronavirus https://t.co/ccJHo6r…,1089,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223614169527676934,Sat Feb 01 14:28:46 +0000 2020,RT @sneheshphilip: This came on a whatsapp. I feel sad that the Pakistani students and others are stuck in China despite #CoronavirusOutbre…,406,en,[0. 0. 0. 0. 0. 1. 0. 0.],sadness
1223601622506336256,Sat Feb 01 13:38:54 +0000 2020,"RT @IndoPac_Info: #coronavirus

Breaking: According to 17 medical doctors in the New England Journal of Medicine, #coronavirus may yet be c…",117,en,"[0.         0.17512995 0.         0.1187525  0.         0.
 0.         0.70611755]",anticipation
1223479641761026050,Sat Feb 01 05:34:12 +0000 2020,"RT @mirkomilito: A popular Twitter account #zerohedge has been suspended maybe for: ""Indian scientists have just found HIV (AIDS) virus-lik…",73,en,"[0.        0.1915958 0.        0.        0.        0.        0.
 0.8084042]",anticipation
1223647397768724492,Sat Feb 01 16:40:48 +0000 2020,RT @TheLancet: NEW #coronavirus research: Modelling study estimates potential domestic and international spread of the 2019-nCoV outbreak o…,489,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223420725031247872,Sat Feb 01 01:40:05 +0000 2020,"RT @NonlinearDarren: @1Naasty Expand your thinking.
Optogenetic tech is literal mind control via *light*
combined with a GMO receptor cell…",4,en,"[0.         0.         0.22454308 0.         0.77545692 0.
 0.         0.        ]",disgust
1223511724940120066,Sat Feb 01 07:41:41 +0000 2020,"RT @WarRoom2020: .@JasonMillerinDC: Once this #Impeachment is over, the #coronavirus story will be everything. The rest of the world is alr…",113,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223426181694754816,Sat Feb 01 02:01:46 +0000 2020,"RT @OH_mes2: Coronavirus in South Korea

12 cases at the moment

#1-5 all came from Wuhan
#6 received virus from #3, 2nd degree transmissio…",7344,en,"[0.         0.         0.         0.29192547 0.         0.70807453
 0.         0.        ]",fear
1223648112310288384,Sat Feb 01 16:43:38 +0000 2020,RT @TamaraMcCleary: An #AI Epidemiologist Sent the First Warnings of the #Wuhan Virus https://t.co/Lfxp6faMKK via @wired #healthtech #coron…,6,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223713429736714240,Sat Feb 01 21:03:11 +0000 2020,The latest from @ReporterSandraE @keating_edits @pressenterprise #coronavirus https://t.co/TVVbcLFdfc,1,en,[0. 0. 0. 0. 0. 1. 0. 0.],sadness
1223604823481896962,Sat Feb 01 13:51:38 +0000 2020,"RT @EpochOpinion: Opinion💭by @JRNyquist

The #CCP considers #BiologicalWarfare an important weapon towards their goal of “cleaning up Ameri…",107,en,"[0.         0.         0.         0.         0.18881627 0.
 0.         0.81118373]",joy
1223468809782099968,Sat Feb 01 04:51:09 +0000 2020,Qantas suspends flights to China due to coronavirus outbreak https://t.co/z7IKxoFCRb,0,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223750260184559616,Sat Feb 01 23:29:32 +0000 2020,RT @sonycomeback: $SNE #SONY may be selli a lot of movie games downloads on #PlayStation Day 10 of the lockdown in Wuhan. Instructions for…,1,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223544747446325250,Sat Feb 01 09:52:54 +0000 2020,"RT @PhilGoyen: Photos reveal toll of outbreak from inside Wuhan, China  https://t.co/tx514OpaEg",1,en,[0. 0. 0. 1. 0. 0. 0. 0.],fear
1223704630149963778,Sat Feb 01 20:28:13 +0000 2020,"RT @lia_tadesse: Former CDC director Tom Frieden on 3 key questions about the novel coronavirus in Wuhan, China https://t.co/5g6yA7E02l via…",3,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223431245457047552,Sat Feb 01 02:21:53 +0000 2020,RT @RepJimBanks: China has arrested “dozens of social media users” for spreading “false info” about #coronavirus.“ 1 arrested man is a doct…,1026,en,[0. 0. 0. 0. 0. 0. 0. 1.],trust
1223419488890044416,Sat Feb 01 01:35:10 +0000 2020,RT @EOIBeijing: An Air India flight carrying 324 Indian nationals from the coronavirus hit Hubei Province of China took off from Wuhan in t…,525,en,[1. 0. 0. 0. 0. 0. 0. 0.],anger
1223439245328756743,Sat Feb 01 02:53:41 +0000 2020,"RT @CGTNOfficial: Exclusive: #Wuhan couple recovers from #coronavirus, returns home on Friday https://t.co/T4257beu5h",400,en,[0. 0. 0. 0. 1. 0. 0. 0.],joy
1223547402533031937,Sat Feb 01 10:03:27 +0000 2020,"RT @kaluhm333h: Wuhan Nurse reveals the truth of Corona Virus. Keep safe everyone!

(ctto) https://t.co/7yKESCMuds",7361,en,"[0.         0.         0.         0.         0.16666667 0.
 0.         0.83333333]",joy
1223529368263307265,Sat Feb 01 08:51:48 +0000 2020,RT @ashoswai: Modi should send this moron to Wuhan with some cow dung and urine!  https://t.co/BDWNBqTi2m,2667,en,[0. 0. 1. 0. 0. 0. 0. 0.],disgust
